923913571312203|Delincuencia y daños|0:00|4:49|
923913571312203|Reportajes|4:50|7:59|
923913571312203|Reportajes|8:00|12:00|
923913571312203|Manifestaciones|12:01|18:59|
923913571312203|Reportajes|19:00|22:03|
923913571312203|Comunicado oficial|22:04|24:52|
923913571312203|Reportajes|24:53|26:05|
923913571312203|Comunicado oficial|26:06|28:57|
923913571312203|Reportajes|28:58|32:07|
923913571312203|Reportajes|32:08|37:53|
923913571312203|Delincuencia y daños|37:54|39:55|
923913571312203|Reportajes|39:56|47:41|
