2338233763157683|Reportajes|0:00:00|00:04:00|
2338233763157683|Manifestaciones|0:04:00|00:05:00|
2359787117607181|Reportajes|0:00:00|00:02:00|
397393044507256|Reportajes|0:00:00|00:03:00|
397393044507256|Delincuencia y daños|0:03:00|0:04:00|
397393044507256|Comunicado oficial|0:05:00|0:06:00|
397393044507256|Reportajes|0:06:00|00:14:00|
397393044507256|Manifestaciones|0:14:00|00:16:00|
397393044507256|Delincuencia y daños|0:16:00|0:16:45|
397393044507256|Reportajes|0:16:45|00:20:00|
397393044507256|Delincuencia y daños|0:20:00|0:30:00|
397393044507256|Reportajes|0:32:00|00:36:00|
397393044507256|Manifestaciones|0:36:00|00:37:00|
397393044507256|Reportajes|0:37:00|00:39:00|
397393044507256|Ataque a Teleamazonas|0:39:00|00:40:00|
397393044507256|Reportajes|0:40:00|00:44:00|
400986694185111|Reportajes|0:00:00|00:21:00|
400986694185111|Comunicado oficial|0:21:00|00:25:00|
400986694185111|Manifestaciones|0:25:00|00:26:00|
400986694185111|Reportajes|0:26:00|00:35:00|
400986694185111|Manifestaciones|0:35:00|00:42:00|
400986694185111|Reportajes|0:42:00|1:04:00|
400986694185111|Comunicado oficial|1:04:00|1:17:00|
400986694185111|Reportajes|1:17:00|1:22:00|
400986694185111|Manifestaciones|1:22:00|1:28:00|
400986694185111|Reportajes|1:28:00|2:22:00|
419397588682810|Ataque a Contraloría|0:00:00|0:03:45|
419397588682810|Ataque a Teleamazonas|0:03:45|00:10:00|
419397588682810|Comunicado oficial|0:10:00|0:16:30|
419397588682810|Ataque a Teleamazonas|0:16:30|0:18:00|
419397588682810|Reportajes|0:18:00|00:29:15|
419397588682810|Ataque a Contraloría|0:29:15|00:32:23|
419397588682810|Comunicado oficial|0:32:23|00:33:00|
419397588682810|Reportajes|0:33:00|00:51:06|
419397588682810|Comunicado oficial|00:51:06|00:55:00|
419397588682810|Reportajes|0:55:00|00:57:06|
434584940509838|Comunicado oficial|0:00:00|0:02:45|
434584940509838|Reportajes|0:02:45|00:11:51|
434584940509838|Delincuencia y daños|00:11:51|0:13:48|
434584940509838|Reportajes|0:13:48|00:22:51|
434584940509838|Comunicado oficial|00:22:51|0:30:25|
434584940509838|Reportajes|0:30:25|00:40:45|
