username|to|text|retweets|favorites|replies|id|permalink|author_id|date|formatted_date|mentions|hashtags|geo|urls
ESPECIGEST|None|#Sismo   en #Lima: de magnitud 3,8 se registró en Cañete, #Peru. #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/ClCNMy5url|1|0|0|1132123241277997056|https://twitter.com/ESPECIGEST/status/1132123241277997056|1592035789|2019-05-25 03:16:29+00:00|Sat May 25 03:16:29 +0000 2019||#Sismo #Lima #Peru #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
RenatoDjTato|None|Las primeras imágenes del terremoto en Lamas de 8.0 grados, algunas imágenes de las casas caídas. #sismoPeru #SISMO #Terremoto #Temblor #Tarapoto #Yurimaguas #Lamas #Earthquacke #TerremotoEnPeru #TemblorEnPeruhttps://youtu.be/olm33dGHARU|0|0|0|1132748313290317824|https://twitter.com/RenatoDjTato/status/1132748313290317824|428465362|2019-05-26 20:40:17+00:00|Sun May 26 20:40:17 +0000 2019||#sismoPeru #SISMO #Terremoto #Temblor #Tarapoto #Yurimaguas #Lamas #Earthquacke #TerremotoEnPeru #TemblorEnPeruhttps||https://youtu.be/olm33dGHARU
CeKriSo|None|@SeleneMurakami @Betheltv @bethelradio @RevRodolfoGC @mmmperu Solidaridad desde #Honduras con Ustedes Hermanos (as) en CRISTO y habitantes en general de #Perú , DIOS les fortalezca, Guíe e Ilumine en estos momentos de angustia. #Sismo #Temblor #Terremoto pic.twitter.com/XiiHlQ3g3y|2|2|0|1132743412061483009|https://twitter.com/CeKriSo/status/1132743412061483009|109686409|2019-05-26 20:20:49+00:00|Sun May 26 20:20:49 +0000 2019|@SeleneMurakami @Betheltv @bethelradio @RevRodolfoGC @mmmperu|#Honduras #Perú #Sismo #Temblor #Terremoto||
LEONELASUMMER|indeciperu|#INDECI AQUÍ LA BENDITA #MOCHILA NO SERVIRA MEJOR PREPAREN ATAUDES @pcmperu #CulturadePrevencion Enfocar #ZonasVulnerables #Sismo #Terremoto #Temblor #PatriciadelRio @noticiAmerica @RPPNoticias @Latina_Noticias @SolCn @NicolasLucar @saldelsol @MartinVizcarraC @JulianaOxenfordpic.twitter.com/VSVxEak3cw|3|3|0|1132715025532096514|https://twitter.com/LEONELASUMMER/status/1132715025532096514|801613625735704576|2019-05-26 18:28:01+00:00|Sun May 26 18:28:01 +0000 2019|@pcmperu @noticiAmerica @RPPNoticias @Latina_Noticias @SolCn @NicolasLucar @saldelsol @MartinVizcarraC @JulianaOxenfordpic|#INDECI #MOCHILA #CulturadePrevencion #ZonasVulnerables #Sismo #Terremoto #Temblor #PatriciadelRio||
LEONELASUMMER|JRivadeneyraR|Pueden Haber victimas Heridos, Niños y Ancianos en Shock y Pánico pero en este momento Solamente a Algunos IDIOTAS se les Ocurre Hacer COMENTARIOS ESTUPIDOS ! #Sismo #Terremoto #Temblor #PatriciadelRio @noticiAmerica @RPPNoticias @Latina_Noticias @JulianaOxenford Así Estamos #Perupic.twitter.com/PYw9wIf8Fq|4|6|1|1132709292438708226|https://twitter.com/LEONELASUMMER/status/1132709292438708226|801613625735704576|2019-05-26 18:05:14+00:00|Sun May 26 18:05:14 +0000 2019|@noticiAmerica @RPPNoticias @Latina_Noticias @JulianaOxenford|#Sismo #Terremoto #Temblor #PatriciadelRio #Perupic||
ElLuchin1|None|IMPRESIONANTE Momento Exacto del #Terremoto7.5 SUSPENDE Concierto en Vivo en #Rioja D. de #SanMartin 02:41 Am H/Madrugada Pata #Yurimaguas #Tarapoto #Lagunas #AltoAmazonas #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonas #Sunday #26Maypic.twitter.com/MVM7TtevCf|16|22|1|1132709024749752320|https://twitter.com/ElLuchin1/status/1132709024749752320|825103185723457537|2019-05-26 18:04:10+00:00|Sun May 26 18:04:10 +0000 2019||#Terremoto7 #Rioja #SanMartin #Yurimaguas #Tarapoto #Lagunas #AltoAmazonas #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonas #Sunday #26Maypic||
LEONELASUMMER|mekatronicco|Puede Haber victimas Humanas pero un idota hace comentario estupido! #Sismo #Terremoto #Temblor #PatriciadelRio @malditaternura #Yurimaguas @JulianaOxenford @rmapalacios @DeltaMdelta @socioperiodismo Despues nos quejamos porque el Pais esta como esta? @noticias_tvperu @NicolasLucarpic.twitter.com/qcpEYj8Pdh|0|0|0|1132706185763852289|https://twitter.com/LEONELASUMMER/status/1132706185763852289|801613625735704576|2019-05-26 17:52:54+00:00|Sun May 26 17:52:54 +0000 2019|@malditaternura @JulianaOxenford @rmapalacios @DeltaMdelta @socioperiodismo @noticias_tvperu @NicolasLucarpic|#Sismo #Terremoto #Temblor #PatriciadelRio #Yurimaguas||
ElLuchin1|None|INTENSIDADES Del #Terremoto7.5 en #SanMartin #Loreto 02:41 Am H/MadrugadaPata #Yurimaguas a 70 Km al SurEste de #Lagunas Profundidad 141 INTERMEDIA #Tarapoto #AltoAmazonas #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonaspic.twitter.com/HExH1Q9DZM|1|4|0|1132701255086821381|https://twitter.com/ElLuchin1/status/1132701255086821381|825103185723457537|2019-05-26 17:33:18+00:00|Sun May 26 17:33:18 +0000 2019||#Terremoto7 #SanMartin #Loreto #Yurimaguas #Lagunas #Tarapoto #AltoAmazonas #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonaspic||
ElLuchin1|None|INTENSIDADES Del #Terremoto7.5 en #SanMartin #Loreto 02:41 Am H/MadrugadaPata #Yurimaguas a 70 Km al SurEste de #Lagunas Profundidad 141 INTERMEDIA #Tarapoto #AltoAmazonas #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonaspic.twitter.com/RrY80p1VPI|1|5|0|1132701124044218371|https://twitter.com/ElLuchin1/status/1132701124044218371|825103185723457537|2019-05-26 17:32:47+00:00|Sun May 26 17:32:47 +0000 2019||#Terremoto7 #SanMartin #Loreto #Yurimaguas #Lagunas #Tarapoto #AltoAmazonas #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonaspic||
Brincala|Sismos_Peru_IGP|Lo suben a 8 grados. #sismo #temblor #Terremoto https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314 …|1|1|0|1132698536791990272|https://twitter.com/Brincala/status/1132698536791990272|3824182216|2019-05-26 17:22:30+00:00|Sun May 26 17:22:30 +0000 2019||#sismo #temblor #Terremoto||https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314
JSmith_GG|Sismos_Peru_IGP|Sismo Yurimaguas, Loreto, Perú, fue de 8.0 - ACTUALIZADO #Temblor #Terremoto #SISMO https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314 …|0|1|0|1132696655524966401|https://twitter.com/JSmith_GG/status/1132696655524966401|926849195511812097|2019-05-26 17:15:01+00:00|Sun May 26 17:15:01 +0000 2019||#Temblor #Terremoto #SISMO||https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314
tutesisdigital|None|#Terremoto #Peru #Sismo #Colombia #Temblor #Ecuador Esto me recuerda la historia Bíblica de Jonas cuando escapaba de la voluntad de Dios y hablo a los de la barca y dijo si Jonas no regresa hundiré la barca y los de la barca lo arrojaron al fondo del Mar. Caso #Venezolanos #25May|0|0|0|1132696482786807809|https://twitter.com/tutesisdigital/status/1132696482786807809|886279225174568960|2019-05-26 17:14:20+00:00|Sun May 26 17:14:20 +0000 2019||#Terremoto #Peru #Sismo #Colombia #Temblor #Ecuador #Venezolanos #25May||
Ali_Rulez91|Sismos_Peru_IGP|Informe confirmada. Terremoto de 8.0 grados en Perú. #terremoto #Sismo #Temblor #PeruEarthquakehttps://twitter.com/Sismos_Peru_IGP/status/1132694222904205314 …|1|2|0|1132695957529923584|https://twitter.com/Ali_Rulez91/status/1132695957529923584|52955570|2019-05-26 17:12:15+00:00|Sun May 26 17:12:15 +0000 2019||#terremoto #Sismo #Temblor #PeruEarthquakehttps||https://twitter.com/Sismos_Peru_IGP/status/1132694222904205314
earthquakevt|None|AHORA: @COENPeru confirma el deceso de 1 persona, además reporta 11 heridos, 53 personas damnificadas, 48 familias afectadas, 55 viviendas inhabitables, 5 colegios afectados, 4 centros de salud afectados y 2 colapsados. #EQVT, #earthquake, #terremoto, #sismo, #temblor, #Perú.|23|19|2|1132687666728845312|https://twitter.com/earthquakevt/status/1132687666728845312|352358792|2019-05-26 16:39:18+00:00|Sun May 26 16:39:18 +0000 2019|@COENPeru|#EQVT #earthquake #terremoto #sismo #temblor #Perú||
Clachita|COENPeru|Ahora falta que la Vilcatoma los denuncie constitucionalmente por haberse mudado sin avisarle @COENPeru #SISMO #Temblor #Terremoto #TerremotoenPerúhttps://twitter.com/COENPeru/status/1132633098875801600 …|0|0|0|1132681151188013058|https://twitter.com/Clachita/status/1132681151188013058|74473047|2019-05-26 16:13:25+00:00|Sun May 26 16:13:25 +0000 2019|@COENPeru|#SISMO #Temblor #Terremoto #TerremotoenPerúhttps||https://twitter.com/COENPeru/status/1132633098875801600
ItosBitch|None|Hermanos peruanos, ecuatorianos, México les envía nuestra solidaridad. #SISMO #sismoPeru #SismoEcuador #Temblor #Terremoto|3|12|0|1132677321553600513|https://twitter.com/ItosBitch/status/1132677321553600513|339325318|2019-05-26 15:58:12+00:00|Sun May 26 15:58:12 +0000 2019||#SISMO #sismoPeru #SismoEcuador #Temblor #Terremoto||
odilioe|None|#26May Perú #Sismo vídeo grabado Por un ciudadano en el Momento Preciso del #terremoto en Loreto, Amazonas #Temblor pic.twitter.com/IdvafJbFBX - .@galencomusic|4|0|0|1132674427873832961|https://twitter.com/odilioe/status/1132674427873832961|136452828|2019-05-26 15:46:42+00:00|Sun May 26 15:46:42 +0000 2019|@galencomusic|#26May #Sismo #terremoto #Temblor||
J_U_M_A_N_D_Y|None|No sea pendejo ni se deje cuentear por fake de Pronostican #terremoto de 9.5 grados en Perú y Chile #sismo #temblor #tsunamipic.twitter.com/Nufrol21UF|0|2|0|1132672028253855745|https://twitter.com/J_U_M_A_N_D_Y/status/1132672028253855745|714880782414843904|2019-05-26 15:37:10+00:00|Sun May 26 15:37:10 +0000 2019||#terremoto #sismo #temblor #tsunamipic||
ElLuchin1|None|#Terremoto7.5 #IGP #Yurimaguas a 70 Km al SurEste de #Lagunas 02:41 Am H/Madrugada Pata Profundidad 141 Kms INTERMEDIA #Tarapoto #Barranquita Distrito de #AltoAmazonas D. #SanMartin #Loreto #Peru #Temblor #Earthquake #Sismo #FelizDomingo 26 de Mayopic.twitter.com/pm38qNMvF3|2|6|1|1132671925262716930|https://twitter.com/ElLuchin1/status/1132671925262716930|825103185723457537|2019-05-26 15:36:45+00:00|Sun May 26 15:36:45 +0000 2019||#Terremoto7 #IGP #Yurimaguas #Lagunas #Tarapoto #Barranquita #AltoAmazonas #SanMartin #Loreto #Peru #Temblor #Earthquake #Sismo #FelizDomingo||
ElLuchin1|None|EL MOMENTO Exacto del #Terremoto7.5 en #Iquitos 02:41 Am H/Madrugada Pata #Tarapoto #Barranquita #Lagunas #AltoAmazonas #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonas Richard Carapazpic.twitter.com/5mzDI7nSZe|7|13|0|1132670003793321985|https://twitter.com/ElLuchin1/status/1132670003793321985|825103185723457537|2019-05-26 15:29:07+00:00|Sun May 26 15:29:07 +0000 2019||#Terremoto7 #Iquitos #Tarapoto #Barranquita #Lagunas #AltoAmazonas #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonas||
a_humala|jfowks|#Sismo #Temblor #Terremoto Esto No Sucede en Otros Piases Y Se Debe Al USO DE UNA MODERNA #TECNOLOGÍA #MONITOEO POR PROFESIONALES Y PLANES DE #PREVENCION Aqui Nos Falta es #Prevenir y Ser Más Concientes con La Naturaleza #Pachamama #Peru|1|1|0|1132667901742391296|https://twitter.com/a_humala/status/1132667901742391296|761340197644664832|2019-05-26 15:20:46+00:00|Sun May 26 15:20:46 +0000 2019||#Sismo #Temblor #Terremoto #TECNOLOGÍA #MONITOEO #PREVENCION #Prevenir #Pachamama #Peru||
Nestor_Aguilera|None|Confirman el fallecimiento de una persona tras #sismo #terremoto #temblor en Loreto, Perú   VIDEO http://elcomercio.pe/peru/sismo-loreto-causo-muerte-persona-cajamarca-desprendimiento-roca-video-noticia-nndc-638760 … a través de @elcomercio_peru|1|0|0|1132665134810320898|https://twitter.com/Nestor_Aguilera/status/1132665134810320898|50127127|2019-05-26 15:09:46+00:00|Sun May 26 15:09:46 +0000 2019|@elcomercio_peru|#sismo #terremoto #temblor||http://elcomercio.pe/peru/sismo-loreto-causo-muerte-persona-cajamarca-desprendimiento-roca-video-noticia-nndc-638760
wilmr_damian|None|"ah, interesantante! El motivo del #Terremoto en #Peru fue debido a la ira de diosito por promover la ""hideologia de genaro"" y el #sexoanal. Nos ha reprendido...¡Arrepientanse sodomitas! seas imbecil oe. #Sismo #temblor #PeruNoticias"|1|1|0|1132664432948125696|https://twitter.com/wilmr_damian/status/1132664432948125696|3078067443|2019-05-26 15:06:59+00:00|Sun May 26 15:06:59 +0000 2019||#Terremoto #Peru #sexoanal #Sismo #temblor #PeruNoticias||
ElLuchin1|None|IMPRESIONANTE #Terremoto7.5 SUSPENDE Concierto en Vivo en #Rioja D. de #SanMartin 02:41 Am H/Madrugada Pata #Tarapoto #Barranquita #Lagunasas #AltoAmazonas #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonas Richard Carapazpic.twitter.com/g46NlH8R0E|5|11|0|1132663648311271425|https://twitter.com/ElLuchin1/status/1132663648311271425|825103185723457537|2019-05-26 15:03:52+00:00|Sun May 26 15:03:52 +0000 2019||#Terremoto7 #Rioja #SanMartin #Tarapoto #Barranquita #Lagunasas #AltoAmazonas #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonas||
TeamMacEsme|None|Fuerza a toda la gente de Perú #sismo #temblor #Terremoto|0|1|0|1132662858028933126|https://twitter.com/TeamMacEsme/status/1132662858028933126|491785490|2019-05-26 15:00:43+00:00|Sun May 26 15:00:43 +0000 2019||#sismo #temblor #Terremoto||
ElLuchin1|None|DAÑOS Del #Terremoto7.5 en #Lagunas 02:41 Am H/Madrugada Pata Profundidad 141 INTERMEDIA #Tarapoto #Barranquita #Yurimaguas Departamento de #AltoAmazonas #SanMartin #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonaspic.twitter.com/VSH97oHU77|9|10|0|1132658998052872193|https://twitter.com/ElLuchin1/status/1132658998052872193|825103185723457537|2019-05-26 14:45:23+00:00|Sun May 26 14:45:23 +0000 2019||#Terremoto7 #Lagunas #Tarapoto #Barranquita #Yurimaguas #AltoAmazonas #SanMartin #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonaspic||
ActorRodolfoMx|None|Amigos de #Peru ¿están bien? El reporte preliminar es que fue un #SISMO de 8.3 en la escala de #richter Reportense amig@s #Temblor #Terremotoperu #TerremotoEnPeru #terremoto #peru #temblor #Temblorenperu|1|3|0|1132658749557104641|https://twitter.com/ActorRodolfoMx/status/1132658749557104641|36152859|2019-05-26 14:44:24+00:00|Sun May 26 14:44:24 +0000 2019|@s|#Peru #SISMO #richter #Temblor #Terremotoperu #TerremotoEnPeru #terremoto #peru #temblor #Temblorenperu||
ElLuchin1|None|DAÑOS Del #Terremoto7.5 en Lagunas 02:41 Am H/Madrugada Pata Profundidad 141 INTERMEDIA #Tarapoto #Barranquita #Yurimaguas Departamento de #AltoAmazonas #SanMartin #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor #Amazonaspic.twitter.com/rMzvX7ZmFw|2|3|0|1132658430777462787|https://twitter.com/ElLuchin1/status/1132658430777462787|825103185723457537|2019-05-26 14:43:08+00:00|Sun May 26 14:43:08 +0000 2019||#Terremoto7 #Tarapoto #Barranquita #Yurimaguas #AltoAmazonas #SanMartin #Peru #Sismo #FelizDomingo #Earthquake #Temblor #Amazonaspic||
Lulumensajes|crisanris|No señores no es una película, así quedo la carretera de Cajamarca a cajabamba. #temblor #SISMO #terremoto #Ecuador #Colombia #Peruhttps://twitter.com/crisanris/status/1132644648764284928 …|8|7|0|1132655925511303174|https://twitter.com/Lulumensajes/status/1132655925511303174|282671488|2019-05-26 14:33:11+00:00|Sun May 26 14:33:11 +0000 2019||#temblor #SISMO #terremoto #Ecuador #Colombia #Peruhttps||https://twitter.com/crisanris/status/1132644648764284928
perumundial_201|magalyperu|A la gise se le notó el calzoncito @tromepe @elpopular_pe @larepublica_pe @diarioojo @elcomercio_peru @peru21noticias @RPPNoticias @GiselaPeru @malditaternura @Rating90 @karibenape #EVDLV #LosReyesDeLaSalsa #temblor #Terremoto #Sismo pic.twitter.com/LvnRONW9OU|0|1|0|1132654140205740033|https://twitter.com/perumundial_201/status/1132654140205740033|816606135662866432|2019-05-26 14:26:05+00:00|Sun May 26 14:26:05 +0000 2019|@tromepe @elpopular_pe @larepublica_pe @diarioojo @elcomercio_peru @peru21noticias @RPPNoticias @GiselaPeru @malditaternura @Rating90 @karibenape|#EVDLV #LosReyesDeLaSalsa #temblor #Terremoto #Sismo||
MadameTempestad|COENPeru|Gente: difundan que @YeniVilcatoma2 no solo no sabe dónde está parada, sino que difunde chismes sin confirmar, creando malestar en la población Pd. Avisen a Magaly Medina #Sismo #TerremotoLagunasLoreto #temblor #terremoto #ChismosaDeQuintahttps://twitter.com/COENPeru/status/1132637757556318209 …|108|215|13|1132651175814156290|https://twitter.com/MadameTempestad/status/1132651175814156290|20282000|2019-05-26 14:14:18+00:00|Sun May 26 14:14:18 +0000 2019|@YeniVilcatoma2|#Sismo #TerremotoLagunasLoreto #temblor #terremoto #ChismosaDeQuintahttps||https://twitter.com/COENPeru/status/1132637757556318209
PeruanoComunica|None|Tremenda patinada de la señora Yeni Vilcatoma. Cómo dice Gino Costa: La señora requiere ayuda de un especialista: #COEN #Sismo #Temblor #terremoto @COENPerupic.twitter.com/eCwwr87PaO|74|206|24|1132650859760766978|https://twitter.com/PeruanoComunica/status/1132650859760766978|2977539507|2019-05-26 14:13:03+00:00|Sun May 26 14:13:03 +0000 2019|@COENPerupic|#COEN #Sismo #Temblor #terremoto||
alerta_news24|None|#26May #Perú #Sismo Video grabado por un ciudadano en el preciso momento del #terremoto en Loreto, Amazonas #Temblor pic.twitter.com/LqyCkanP1s - galencomusic|0|0|0|1132648982935736320|https://twitter.com/alerta_news24/status/1132648982935736320|1120350540532211713|2019-05-26 14:05:35+00:00|Sun May 26 14:05:35 +0000 2019||#26May #Perú #Sismo #terremoto #Temblor||
ElLuchin1|None|#Terremoto7.5 #IGP #Yurimaguas a 70 Km al SurEste de #Lagunas 02:41 Am H/Madrugada Pata Profundidad 141 Kms INTERMEDIA Sentido en #Tarapoto #Barranquita Departamento de #AltoAmazonas #SanMarti #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor pic.twitter.com/APEyFKz8ga|3|9|0|1132648600016687107|https://twitter.com/ElLuchin1/status/1132648600016687107|825103185723457537|2019-05-26 14:04:04+00:00|Sun May 26 14:04:04 +0000 2019||#Terremoto7 #IGP #Yurimaguas #Lagunas #Tarapoto #Barranquita #AltoAmazonas #SanMarti #Peru #Sismo #FelizDomingo #Earthquake #Temblor||
ElLuchin1|None|#Terremoto7.5 #IGP #Yurimaguas a 70 Km al SurEste de #Lagunas 02:41 Am H/Madrugada Pata Profundidad 141 Kms INTERMEDIA Sentido en #Tarapoto #Barranquita Departamento de #AltoAmazonas #SanMarti #Peru #Sismo #FelizDomingo 26 de Mayo #Earthquake #Temblor pic.twitter.com/arcMOAZZMg|1|4|0|1132648459700527104|https://twitter.com/ElLuchin1/status/1132648459700527104|825103185723457537|2019-05-26 14:03:31+00:00|Sun May 26 14:03:31 +0000 2019||#Terremoto7 #IGP #Yurimaguas #Lagunas #Tarapoto #Barranquita #AltoAmazonas #SanMarti #Peru #Sismo #FelizDomingo #Earthquake #Temblor||
ReporteYa|None|#26May #Perú #Sismo Video grabado por un ciudadano en el preciso momento del #terremoto en Loreto, Amazonas #Temblor pic.twitter.com/CechRwKEUP - @galencomusic|149|103|15|1132647745859268609|https://twitter.com/ReporteYa/status/1132647745859268609|221378668|2019-05-26 14:00:40+00:00|Sun May 26 14:00:40 +0000 2019|@galencomusic|#26May #Perú #Sismo #terremoto #Temblor||
earthquakevt|None|Es el sexto terremoto más fuerte en la historia de #Perú desde que se tiene registro (basado en datos del National Earthquake Information Center, perteneciente al USGS). (3/N). #EQVT, #earthquake, #seísmo, #sismo, #temblor, #terremoto. pic.twitter.com/LUVpKY2gXz|14|20|0|1132647719087071233|https://twitter.com/earthquakevt/status/1132647719087071233|352358792|2019-05-26 14:00:34+00:00|Sun May 26 14:00:34 +0000 2019||#Perú #EQVT #earthquake #seísmo #sismo #temblor #terremoto||
Brincala|None|Qué pasa con todos esos que se quejan que no había tv coberturando el #sismo , eran 3 am babosasos!! Es más eficiente prender un micrófono que sacar cámaras y equipos microondas en la madrugada #Terremoto #temblorperu #temblor #Loreto #peru #sismoPeru #Amazonas|0|1|0|1132646410678149120|https://twitter.com/Brincala/status/1132646410678149120|3824182216|2019-05-26 13:55:22+00:00|Sun May 26 13:55:22 +0000 2019||#sismo #Terremoto #temblorperu #temblor #Loreto #peru #sismoPeru #Amazonas||
earthquakevt|None|Es el terremoto más fuerte registrado en #Perú, desde aquel devastador terremoto registrado en el año 2007, que alcanzó una magnitud de 8.0 Mw (también) y el tercer terremoto más fuerte registrado en Perú en el siglo XXI.(2/N). #EQVT, #earthquake, #seísmo, #sismo, #temblor, #terremoto pic.twitter.com/wboQXDdb45|25|31|0|1132641370726965248|https://twitter.com/earthquakevt/status/1132641370726965248|352358792|2019-05-26 13:35:20+00:00|Sun May 26 13:35:20 +0000 2019||#Perú #EQVT #earthquake #seísmo #sismo #temblor #terremoto||
earthquakevt|None|El terremoto de magnitud Mw=8.0, registrado esta madrugada en el departamento de #Loreto, en #Perú , es el sismo más fuerte en Sudamérica y en el continente americano, pero también a nivel mundial en lo que va de año. (1/N). #EQVT, #earthquake, #seísmo, #temblor, #sismo, #terremoto. pic.twitter.com/WBfo5Y4jtw|127|108|6|1132639075066875904|https://twitter.com/earthquakevt/status/1132639075066875904|352358792|2019-05-26 13:26:13+00:00|Sun May 26 13:26:13 +0000 2019||#Loreto #Perú #EQVT #earthquake #seísmo #temblor #sismo #terremoto||
TAJODE|AlertaMundial19|Parece que el pez es conocido por aparecer muerto horas antes de un #temblor #Sismo #Terremoto en Japón es muy famoso por lo mismo. ¿Mito o realidad? Quién sabe pero este tuit es de hace dos días y miren lo que pasó hoy en #Perúhttps://twitter.com/AlertaMundial19/status/1131623902252281856 …|13|3|0|1132638460752408576|https://twitter.com/TAJODE/status/1132638460752408576|126080182|2019-05-26 13:23:47+00:00|Sun May 26 13:23:47 +0000 2019||#temblor #Sismo #Terremoto #Perúhttps||https://twitter.com/AlertaMundial19/status/1131623902252281856
ESPECIGEST|None|#Sismo   Informe Sísmico de @coenperu sobre Sismo de esta madrugada en #Peru. #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/nLPImgLsnI|2|2|0|1132637317779402752|https://twitter.com/ESPECIGEST/status/1132637317779402752|1592035789|2019-05-26 13:19:14+00:00|Sun May 26 13:19:14 +0000 2019|@coenperu|#Sismo #Peru #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
ESPECIGEST|None|#Sismo   Informe Sísmico de @riesgos_ec sobre Sismo de esta madrugada en #Peru, sentido en #Ecuador. #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/HxwtoPIf2Q|0|1|0|1132636990338473985|https://twitter.com/ESPECIGEST/status/1132636990338473985|1592035789|2019-05-26 13:17:56+00:00|Sun May 26 13:17:56 +0000 2019|@riesgos_ec|#Sismo #Peru #Ecuador #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
AnaMaritzaArauj|None|Fuerte #Terremoto de magnitud 8,3 en Perú, sacudió también Colombia y Brasil - Ecuador y Brasil #26May #FelizDomingo #ENmayor #Temblor #SISMO http://ow.ly/W6sM30oPmYS|0|0|0|1132636969413038081|https://twitter.com/AnaMaritzaArauj/status/1132636969413038081|773800338|2019-05-26 13:17:51+00:00|Sun May 26 13:17:51 +0000 2019||#Terremoto #26May #FelizDomingo #ENmayor #Temblor #SISMO||http://ow.ly/W6sM30oPmYS
edwardpeguero1|dutchsinse|#earthquake #temblor #sismo #terremoto #japan #california #mexico #peru #Ecuador #Hawaii #volcano #italy #greece #iran #iraq #pakistan #nepal #taiwan #Alaska #NewZealand #lombok #indonesia #asia #philippines #taiwan #chilehttps://twitter.com/dutchsinse/status/1132635650413473793 …|0|0|0|1132636713715752960|https://twitter.com/edwardpeguero1/status/1132636713715752960|298314389|2019-05-26 13:16:50+00:00|Sun May 26 13:16:50 +0000 2019||#earthquake #temblor #sismo #terremoto #japan #california #mexico #peru #Ecuador #Hawaii #volcano #italy #greece #iran #iraq #pakistan #nepal #taiwan #Alaska #NewZealand #lombok #indonesia #asia #philippines #taiwan #chilehttps||https://twitter.com/dutchsinse/status/1132635650413473793
raulpinedacalle|None|Imágenes de Localidad de Loreto. Selva Peruana Epicentro de #Temblor #Sismo #Terremoto #ZamoraChinchipe #Loreto https://www.instagram.com/p/Bx7VQc-Hkuw/?igshid=1npium4p6qiiu …|0|4|0|1132636390267580416|https://twitter.com/raulpinedacalle/status/1132636390267580416|205975636|2019-05-26 13:15:33+00:00|Sun May 26 13:15:33 +0000 2019||#Temblor #Sismo #Terremoto #ZamoraChinchipe #Loreto||https://www.instagram.com/p/Bx7VQc-Hkuw/?igshid=1npium4p6qiiu
ESPECIGEST|None|#Sismo   Informe Sísmico de @igecuador Especial Nº 12 sobre Sismo en el Nor-oriente Peruano. #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic.twitter.com/nnHotgRz0q|1|3|0|1132635688204197888|https://twitter.com/ESPECIGEST/status/1132635688204197888|1592035789|2019-05-26 13:12:46+00:00|Sun May 26 13:12:46 +0000 2019|@igecuador|#Sismo #EG #Georiesgos #earthquake #jishin #quake #temblor #terremoto #SePreventivo #SeResilientepic||
Chaly2222|UNoticias|El #Sismo #Terremoto #Temblor como que se sintioten los países del Cartel de Lima? #Peru #Ecuador #Colombia #Chile #Brasil etc Uyyyyyhttps://twitter.com/UNoticias/status/1132626399523758082 …|13|7|3|1132629419724627968|https://twitter.com/Chaly2222/status/1132629419724627968|111765687|2019-05-26 12:47:51+00:00|Sun May 26 12:47:51 +0000 2019||#Sismo #Terremoto #Temblor #Peru #Ecuador #Colombia #Chile #Brasil||https://twitter.com/UNoticias/status/1132626399523758082
12Catequil|None|Espero este fenómeno, le haya servido al estado peruano para recordar que existe la región selva. Donde viven miles de personas que tienen necesidades, anhelan el desarrollo, que esperan justicia tras buscarla por siglos. #Terremoto #Sismo #Temblor #Loreto #Amazonas #Selva #Perú|2|5|1|1132629019109810176|https://twitter.com/12Catequil/status/1132629019109810176|2755336916|2019-05-26 12:46:16+00:00|Sun May 26 12:46:16 +0000 2019||#Terremoto #Sismo #Temblor #Loreto #Amazonas #Selva #Perú||
